timestamp,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,uv_index,temperature,relative_humidity,surface_pressure,wind_speed,location,aqi,aqi_category,is_hazard
2023-01-01T22:00,187.7,130.9,1242.0,47.1,11.9,15.0,1.0,0.0,12.7,93,1014.9,8.3,dhaka,190,Unhealthy,True
2023-01-01T23:00,188.6,131.3,1234.0,43.0,11.7,14.0,1.0,0.0,12.5,93,1014.9,8.0,dhaka,190,Unhealthy,True
2023-01-02T00:00,155.1,108.3,1011.0,34.4,9.6,23.0,1.0,0.0,12.5,94,1016.0,6.9,dhaka,178,Unhealthy,True
2023-01-02T01:00,156.9,109.4,1036.0,35.0,8.5,24.0,1.0,0.05,12.5,95,1016.9,7.2,dhaka,179,Unhealthy,True
2023-01-02T02:00,152.7,106.6,1069.0,35.6,6.9,26.0,1.0,0.4,15.3,87,1017.9,7.6,dhaka,177,Unhealthy,True
2023-01-02T03:00,142.5,99.4,1035.0,33.5,6.0,38.0,1.0,1.25,18.2,81,1018.5,6.2,dhaka,174,Unhealthy,True
2023-01-02T04:00,119.0,82.7,883.0,27.2,7.2,62.0,1.0,2.4,20.5,73,1018.8,7.4,dhaka,165,Unhealthy,True
2023-01-02T05:00,103.1,71.5,665.0,18.2,9.4,94.0,2.0,3.35,22.0,65,1018.4,6.5,dhaka,159,Unhealthy,True
2023-01-02T06:00,99.0,68.2,434.0,8.9,11.3,127.0,3.0,3.65,23.1,60,1017.6,5.2,dhaka,158,Unhealthy,True
2023-01-02T07:00,98.0,66.8,361.0,5.1,10.9,138.0,5.0,3.15,23.9,55,1016.2,5.3,dhaka,157,Unhealthy,True
2023-01-02T08:00,99.2,67.3,337.0,3.1,9.5,143.0,7.0,2.15,24.4,50,1015.4,6.1,dhaka,157,Unhealthy,True
2023-01-02T09:00,100.4,67.5,378.0,6.9,8.3,136.0,9.0,1.05,24.4,46,1014.9,7.6,dhaka,157,Unhealthy,True
2023-01-02T10:00,100.4,67.5,479.0,18.6,8.6,117.0,9.0,0.35,23.6,52,1014.8,7.1,dhaka,157,Unhealthy,True
2023-01-02T11:00,110.1,75.2,632.0,35.6,9.5,90.0,8.0,0.05,20.7,65,1015.2,6.9,dhaka,161,Unhealthy,True
2023-01-02T12:00,133.6,91.7,839.0,52.8,11.9,61.0,6.0,0.0,19.0,64,1015.8,8.2,dhaka,170,Unhealthy,True
2023-01-02T13:00,146.2,100.6,986.0,54.4,12.8,52.0,6.0,0.0,18.2,64,1016.6,7.8,dhaka,174,Unhealthy,True
2023-01-02T14:00,156.0,107.6,1193.0,56.7,14.1,40.0,5.0,0.0,17.0,69,1017.4,7.4,dhaka,178,Unhealthy,True
2023-01-02T15:00,160.7,111.1,1371.0,57.1,15.1,28.0,5.0,0.0,16.0,74,1017.7,8.8,dhaka,180,Unhealthy,True
2023-01-02T16:00,160.2,110.6,1344.0,53.1,14.9,26.0,5.0,0.0,15.5,78,1017.7,9.3,dhaka,179,Unhealthy,True
2023-01-02T17:00,153.7,106.2,1234.0,47.0,14.1,28.0,4.0,0.0,15.3,80,1017.6,7.6,dhaka,177,Unhealthy,True
2023-01-02T18:00,142.5,98.5,1061.0,39.2,12.7,30.0,4.0,0.0,15.2,81,1017.4,8.6,dhaka,173,Unhealthy,True
2023-01-02T19:00,131.3,91.0,929.0,35.0,11.5,31.0,3.0,0.0,14.5,86,1016.9,7.6,dhaka,169,Unhealthy,True
2023-01-02T20:00,120.6,83.6,781.0,31.3,10.1,32.0,3.0,0.0,13.9,88,1016.4,7.3,dhaka,166,Unhealthy,True
2023-01-02T21:00,112.9,78.5,630.0,27.3,8.5,32.0,2.0,0.0,13.3,91,1015.9,7.5,dhaka,163,Unhealthy,True
2023-01-02T22:00,108.3,75.2,581.0,25.2,7.9,30.0,2.0,0.0,12.9,92,1015.7,7.8,dhaka,161,Unhealthy,True
2023-01-02T23:00,108.5,75.4,569.0,23.7,7.5,28.0,2.0,0.0,12.4,93,1015.6,8.6,dhaka,161,Unhealthy,True
2023-01-03T00:00,124.3,86.6,771.0,27.9,10.7,19.0,2.0,0.0,11.9,94,1016.6,7.8,dhaka,167,Unhealthy,True
2023-01-03T01:00,123.4,85.9,790.0,28.8,9.4,20.0,2.0,0.05,12.9,94,1017.4,7.0,dhaka,167,Unhealthy,True
2023-01-03T02:00,116.9,81.5,815.0,30.0,7.7,22.0,2.0,0.5,14.9,90,1018.5,8.8,dhaka,164,Unhealthy,True
2023-01-03T03:00,109.9,76.4,795.0,28.9,6.3,33.0,2.0,1.6,17.4,84,1019.3,7.3,dhaka,162,Unhealthy,True
2023-01-03T04:00,96.4,66.8,694.0,23.8,7.0,56.0,2.0,3.05,19.6,76,1019.2,8.9,dhaka,157,Unhealthy,True
2023-01-03T05:00,81.0,55.8,548.0,16.5,8.5,86.0,3.0,4.25,21.3,68,1018.6,8.9,dhaka,151,Unhealthy,True
2023-01-03T06:00,70.5,48.4,388.0,8.5,9.7,118.0,3.0,4.65,22.4,62,1017.2,8.1,dhaka,133,Unhealthy for Sensitive Groups,True
2023-01-03T07:00,61.9,42.4,327.0,4.9,8.7,128.0,3.0,4.05,23.1,56,1015.6,7.8,dhaka,118,Unhealthy for Sensitive Groups,True
2023-01-03T08:00,57.5,39.3,295.0,2.5,6.8,131.0,3.0,2.75,23.5,52,1014.4,7.9,dhaka,110,Unhealthy for Sensitive Groups,True
2023-01-03T09:00,54.8,37.5,311.0,5.1,5.2,124.0,3.0,1.4,23.5,50,1013.6,9.7,dhaka,106,Unhealthy for Sensitive Groups,True
2023-01-03T10:00,52.9,36.2,379.0,15.2,5.4,108.0,3.0,0.45,22.9,53,1013.5,9.0,dhaka,103,Unhealthy for Sensitive Groups,True
2023-01-03T11:00,58.9,40.7,488.0,29.9,6.3,85.0,2.0,0.05,20.2,68,1014.0,5.9,dhaka,114,Unhealthy for Sensitive Groups,True
2023-01-03T12:00,87.5,60.8,619.0,40.5,7.2,56.0,2.0,0.0,17.8,76,1014.7,6.9,dhaka,154,Unhealthy,True
2023-01-03T13:00,101.3,70.3,798.0,44.7,8.6,47.0,2.0,0.0,17.3,79,1015.4,8.3,dhaka,159,Unhealthy,True
2023-01-03T14:00,113.6,78.9,1048.0,50.5,10.6,34.0,2.0,0.0,16.7,84,1016.2,8.7,dhaka,163,Unhealthy,True
2023-01-03T15:00,121.1,84.3,1238.0,53.4,12.1,22.0,2.0,0.0,16.1,88,1016.4,8.2,dhaka,166,Unhealthy,True
2023-01-03T16:00,115.9,80.8,1136.0,47.9,11.4,24.0,2.0,0.0,15.9,88,1016.6,9.4,dhaka,164,Unhealthy,True
2023-01-03T17:00,99.9,69.6,909.0,38.3,9.7,30.0,1.0,0.0,15.7,89,1016.9,11.0,dhaka,158,Unhealthy,True
2023-01-03T18:00,88.0,61.5,640.0,26.9,7.6,38.0,1.0,0.0,15.5,90,1016.8,10.4,dhaka,154,Unhealthy,True
2023-01-03T19:00,79.9,55.6,544.0,22.3,6.8,40.0,1.0,0.0,15.1,91,1016.3,9.3,dhaka,151,Unhealthy,True
2023-01-03T20:00,74.0,51.7,486.0,19.1,6.2,42.0,1.0,0.0,14.6,92,1015.9,7.9,dhaka,141,Unhealthy for Sensitive Groups,True
2023-01-03T21:00,71.2,49.7,440.0,16.1,5.5,42.0,1.0,0.0,14.1,93,1015.6,7.1,dhaka,136,Unhealthy for Sensitive Groups,True
2023-01-03T22:00,70.5,49.2,424.0,14.7,5.2,41.0,1.0,0.0,13.8,93,1015.6,7.6,dhaka,135,Unhealthy for Sensitive Groups,True
2023-01-03T23:00,71.7,50.2,427.0,14.0,5.0,38.0,0.0,0.0,13.7,93,1015.7,8.9,dhaka,137,Unhealthy for Sensitive Groups,True
2023-01-04T00:00,88.2,61.7,560.0,20.3,4.8,24.0,0.0,0.0,13.3,95,1016.7,7.7,dhaka,154,Unhealthy,True
2023-01-04T01:00,86.8,60.8,584.0,20.8,4.5,24.0,0.0,0.05,13.3,95,1017.2,6.8,dhaka,154,Unhealthy,True
2023-01-04T02:00,86.8,60.8,618.0,21.4,4.1,25.0,1.0,0.45,14.8,92,1018.3,8.7,dhaka,154,Unhealthy,True
2023-01-04T03:00,84.1,58.7,624.0,20.5,4.1,34.0,1.0,1.5,16.7,86,1019.0,9.3,dhaka,153,Unhealthy,True
2023-01-04T04:00,80.3,56.0,567.0,17.1,5.1,54.0,1.0,2.9,19.0,79,1018.9,9.7,dhaka,151,Unhealthy,True
2023-01-04T05:00,74.0,51.5,478.0,12.4,6.6,82.0,1.0,4.1,21.0,69,1018.4,10.3,dhaka,140,Unhealthy for Sensitive Groups,True
2023-01-04T06:00,66.4,46.0,378.0,7.2,7.9,111.0,1.0,4.45,22.3,60,1017.3,10.1,dhaka,127,Unhealthy for Sensitive Groups,True
2023-01-04T07:00,59.8,41.2,331.0,4.4,7.5,122.0,1.0,3.95,23.1,56,1015.6,11.0,dhaka,115,Unhealthy for Sensitive Groups,True
2023-01-04T08:00,57.0,39.2,298.0,2.3,6.4,126.0,2.0,2.7,23.4,55,1014.3,11.8,dhaka,110,Unhealthy for Sensitive Groups,True
2023-01-04T09:00,55.3,38.1,311.0,5.1,5.4,122.0,2.0,1.4,23.3,55,1013.6,12.2,dhaka,107,Unhealthy for Sensitive Groups,True
2023-01-04T10:00,54.1,37.3,388.0,15.5,5.9,106.0,2.0,0.45,22.8,57,1013.5,10.3,dhaka,105,Unhealthy for Sensitive Groups,True
2023-01-04T11:00,61.2,42.4,507.0,30.5,6.8,83.0,1.0,0.05,20.5,69,1013.7,6.1,dhaka,118,Unhealthy for Sensitive Groups,True
2023-01-04T12:00,75.7,52.7,520.0,33.5,6.1,59.0,1.0,0.0,17.8,78,1014.7,8.4,dhaka,143,Unhealthy for Sensitive Groups,True
2023-01-04T13:00,80.8,56.2,566.0,33.1,6.3,55.0,1.0,0.0,16.7,84,1015.2,7.7,dhaka,151,Unhealthy,True
2023-01-04T14:00,81.7,56.9,630.0,32.4,6.6,49.0,1.0,0.0,15.4,89,1015.9,7.7,dhaka,152,Unhealthy,True
2023-01-04T15:00,80.8,56.3,674.0,30.8,6.6,44.0,1.0,0.0,15.4,89,1016.3,8.3,dhaka,151,Unhealthy,True
2023-01-04T16:00,78.5,54.7,637.0,28.7,6.0,44.0,1.0,0.0,15.5,89,1016.4,9.1,dhaka,148,Unhealthy for Sensitive Groups,True
2023-01-04T17:00,75.9,53.0,565.0,25.9,5.1,46.0,1.0,0.0,15.2,91,1016.5,10.5,dhaka,144,Unhealthy for Sensitive Groups,True
2023-01-04T18:00,75.2,52.4,483.0,21.6,4.1,49.0,1.0,0.0,14.9,92,1016.5,11.2,dhaka,143,Unhealthy for Sensitive Groups,True
2023-01-04T19:00,77.1,53.8,456.0,17.3,3.9,52.0,1.0,0.0,14.6,92,1016.4,11.5,dhaka,146,Unhealthy for Sensitive Groups,True
2023-01-04T20:00,80.8,56.3,444.0,12.4,3.8,55.0,1.0,0.0,14.2,92,1016.1,11.3,dhaka,151,Unhealthy,True
2023-01-04T21:00,85.0,59.4,440.0,7.7,3.9,57.0,1.0,0.0,13.6,92,1015.7,10.0,dhaka,153,Unhealthy,True
2023-01-04T22:00,88.2,61.7,445.0,6.9,4.1,56.0,1.0,0.0,13.2,93,1015.7,8.6,dhaka,154,Unhealthy,True
2023-01-04T23:00,90.6,63.3,459.0,7.6,4.4,53.0,1.0,0.0,12.8,93,1015.8,8.1,dhaka,155,Unhealthy,True
2023-01-05T00:00,81.5,57.0,456.0,9.0,4.4,49.0,1.0,0.0,12.3,95,1016.6,7.6,dhaka,152,Unhealthy,True
2023-01-05T01:00,83.8,58.7,486.0,10.9,4.3,47.0,1.0,0.05,12.3,95,1017.6,6.9,dhaka,153,Unhealthy,True
2023-01-05T02:00,85.9,60.1,529.0,13.7,4.1,45.0,1.0,0.5,13.7,91,1018.6,9.4,dhaka,153,Unhealthy,True
2023-01-05T03:00,83.8,58.4,551.0,15.5,4.7,49.0,1.0,1.55,15.5,85,1019.3,10.3,dhaka,152,Unhealthy,True
2023-01-05T04:00,76.4,53.2,511.0,13.6,6.5,64.0,1.0,2.95,17.7,79,1019.3,11.1,dhaka,145,Unhealthy for Sensitive Groups,True
2023-01-05T05:00,66.1,46.0,442.0,10.1,9.1,86.0,1.0,4.1,19.7,72,1018.6,11.6,dhaka,127,Unhealthy for Sensitive Groups,True
2023-01-05T06:00,58.9,40.9,362.0,6.2,11.0,110.0,1.0,4.5,21.2,68,1017.5,11.8,dhaka,114,Unhealthy for Sensitive Groups,True
2023-01-05T07:00,54.6,37.7,324.0,4.2,9.9,118.0,1.0,3.95,22.3,64,1016.5,11.3,dhaka,106,Unhealthy for Sensitive Groups,True
2023-01-05T08:00,51.7,35.5,296.0,2.7,7.6,122.0,2.0,2.75,22.8,62,1015.1,12.8,dhaka,101,Unhealthy for Sensitive Groups,True
2023-01-05T09:00,49.4,33.9,296.0,4.8,5.2,118.0,2.0,1.4,22.7,61,1014.6,14.8,dhaka,97,Moderate,False
2023-01-05T10:00,47.8,32.8,346.0,12.6,4.9,104.0,2.0,0.45,22.0,63,1014.2,13.8,dhaka,95,Moderate,False
2023-01-05T11:00,50.3,34.8,425.0,23.8,5.3,84.0,1.0,0.05,20.2,71,1014.4,11.1,dhaka,99,Moderate,False
2023-01-05T12:00,72.4,50.4,455.0,32.0,4.8,67.0,1.0,0.0,17.6,82,1015.4,9.4,dhaka,138,Unhealthy for Sensitive Groups,True
2023-01-05T13:00,76.6,53.3,475.0,31.0,4.6,65.0,1.0,0.0,16.6,85,1015.8,9.7,dhaka,145,Unhealthy for Sensitive Groups,True
2023-01-05T14:00,77.8,54.2,502.0,29.5,4.4,63.0,1.0,0.0,15.9,88,1016.6,9.9,dhaka,147,Unhealthy for Sensitive Groups,True
2023-01-05T15:00,78.0,54.5,522.0,26.6,4.1,61.0,1.0,0.0,15.4,90,1016.9,10.3,dhaka,148,Unhealthy for Sensitive Groups,True
2023-01-05T16:00,77.1,53.9,508.0,23.3,4.0,61.0,1.0,0.0,14.9,90,1017.1,10.1,dhaka,146,Unhealthy for Sensitive Groups,True
2023-01-05T17:00,74.5,52.0,480.0,19.2,3.9,62.0,0.0,0.0,14.6,91,1017.0,10.9,dhaka,142,Unhealthy for Sensitive Groups,True
2023-01-05T18:00,71.0,49.6,445.0,14.2,3.8,62.0,0.0,0.0,14.2,91,1016.5,11.5,dhaka,136,Unhealthy for Sensitive Groups,True
2023-01-05T19:00,68.2,47.6,429.0,11.4,3.7,61.0,0.0,0.0,13.8,92,1016.4,11.7,dhaka,131,Unhealthy for Sensitive Groups,True
2023-01-05T20:00,65.9,46.0,415.0,9.0,3.7,60.0,0.0,0.0,13.4,92,1016.0,10.9,dhaka,127,Unhealthy for Sensitive Groups,True
2023-01-05T21:00,63.8,44.6,405.0,6.9,3.6,57.0,0.0,0.0,13.0,93,1015.6,11.0,dhaka,123,Unhealthy for Sensitive Groups,True
2023-01-05T22:00,62.2,43.4,403.0,6.6,3.6,54.0,0.0,0.0,12.7,93,1015.3,11.2,dhaka,120,Unhealthy for Sensitive Groups,True
2023-01-05T23:00,61.5,42.8,405.0,7.1,3.6,51.0,1.0,0.0,12.4,93,1015.3,11.0,dhaka,119,Unhealthy for Sensitive Groups,True
2023-01-06T00:00,59.6,41.7,419.0,8.3,3.5,46.0,1.0,0.0,12.1,95,1015.9,11.5,dhaka,116,Unhealthy for Sensitive Groups,True
2023-01-06T01:00,62.2,43.3,446.0,9.8,3.5,44.0,1.0,0.05,12.0,95,1016.8,10.9,dhaka,120,Unhealthy for Sensitive Groups,True
2023-01-06T02:00,64.5,45.1,484.0,11.9,3.5,42.0,1.0,0.55,13.1,91,1017.5,11.8,dhaka,125,Unhealthy for Sensitive Groups,True
2023-01-06T03:00,65.2,45.4,507.0,13.2,3.8,47.0,1.0,1.6,14.8,86,1018.0,10.3,dhaka,125,Unhealthy for Sensitive Groups,True
2023-01-06T04:00,64.0,44.5,480.0,11.7,4.5,62.0,1.0,3.0,16.8,80,1018.3,10.5,dhaka,123,Unhealthy for Sensitive Groups,True
2023-01-06T05:00,61.0,42.4,431.0,8.9,5.5,83.0,2.0,4.2,18.9,74,1017.8,10.2,dhaka,118,Unhealthy for Sensitive Groups,True
2023-01-06T06:00,54.8,38.0,371.0,5.8,6.3,105.0,2.0,4.6,20.6,69,1016.6,9.9,dhaka,107,Unhealthy for Sensitive Groups,True
2023-01-06T07:00,47.5,32.8,337.0,4.1,6.1,113.0,2.0,4.05,21.8,66,1015.3,10.5,dhaka,95,Moderate,False
2023-01-06T08:00,42.8,29.6,307.0,2.8,5.6,116.0,1.0,2.85,22.5,63,1014.1,10.5,dhaka,88,Moderate,False
2023-01-06T09:00,39.7,27.4,305.0,4.8,5.0,112.0,1.0,1.45,22.8,62,1013.2,10.5,dhaka,83,Moderate,False
2023-01-06T10:00,38.3,26.4,360.0,12.3,5.2,98.0,1.0,0.45,22.4,64,1013.2,10.2,dhaka,81,Moderate,False
2023-01-06T11:00,43.5,30.3,446.0,23.0,5.7,78.0,1.0,0.05,20.3,75,1013.4,7.6,dhaka,89,Moderate,False
2023-01-06T12:00,73.3,51.0,543.0,33.8,6.0,56.0,1.0,0.0,17.5,85,1014.5,7.7,dhaka,139,Unhealthy for Sensitive Groups,True
2023-01-06T13:00,73.6,51.1,543.0,32.4,5.6,55.0,1.0,0.0,16.7,87,1015.2,8.4,dhaka,139,Unhealthy for Sensitive Groups,True
2023-01-06T14:00,72.4,50.4,543.0,30.5,5.0,53.0,1.0,0.0,16.1,88,1016.1,8.4,dhaka,138,Unhealthy for Sensitive Groups,True
2023-01-06T15:00,71.5,49.8,534.0,27.7,4.4,51.0,1.0,0.0,15.4,90,1016.4,7.7,dhaka,136,Unhealthy for Sensitive Groups,True
2023-01-06T16:00,71.0,49.5,516.0,25.6,4.2,50.0,1.0,0.0,14.9,90,1016.7,7.9,dhaka,135,Unhealthy for Sensitive Groups,True
2023-01-06T17:00,70.3,49.0,491.0,23.5,4.1,48.0,1.0,0.0,14.4,91,1016.6,8.2,dhaka,134,Unhealthy for Sensitive Groups,True
2023-01-06T18:00,69.4,48.4,462.0,20.2,4.0,47.0,1.0,0.0,14.1,92,1016.1,8.7,dhaka,133,Unhealthy for Sensitive Groups,True
2023-01-06T19:00,68.7,48.0,448.0,16.9,3.9,47.0,1.0,0.0,13.7,92,1015.8,8.9,dhaka,132,Unhealthy for Sensitive Groups,True
2023-01-06T20:00,68.2,47.7,437.0,13.3,3.7,47.0,0.0,0.0,13.3,93,1015.1,9.4,dhaka,131,Unhealthy for Sensitive Groups,True
2023-01-06T21:00,68.2,47.6,432.0,9.8,3.7,47.0,0.0,0.0,12.9,93,1014.4,9.4,dhaka,131,Unhealthy for Sensitive Groups,True
2023-01-06T22:00,68.2,47.7,437.0,8.9,3.7,45.0,0.0,0.0,12.5,94,1014.2,9.4,dhaka,131,Unhealthy for Sensitive Groups,True
2023-01-06T23:00,68.2,47.7,448.0,9.1,3.9,42.0,0.0,0.0,12.2,94,1014.0,8.9,dhaka,131,Unhealthy for Sensitive Groups,True
2023-01-07T00:00,69.4,48.7,468.0,12.4,4.4,33.0,0.0,0.0,11.1,96,1015.0,7.7,dhaka,134,Unhealthy for Sensitive Groups,True
2023-01-07T01:00,73.3,51.3,512.0,13.7,4.1,32.0,0.0,0.05,10.8,96,1015.8,7.8,dhaka,140,Unhealthy for Sensitive Groups,True
2023-01-07T02:00,75.7,53.0,573.0,15.6,3.7,32.0,0.0,0.55,12.2,94,1016.7,9.5,dhaka,144,Unhealthy for Sensitive Groups,True
2023-01-07T03:00,76.1,53.2,609.0,16.5,4.1,39.0,0.0,1.65,14.1,90,1016.9,7.2,dhaka,145,Unhealthy for Sensitive Groups,True
2023-01-07T04:00,75.0,52.3,561.0,14.5,6.1,57.0,0.0,3.1,16.5,83,1016.9,7.1,dhaka,142,Unhealthy for Sensitive Groups,True
2023-01-07T05:00,67.5,47.0,474.0,11.2,9.0,81.0,1.0,4.35,18.7,76,1016.1,6.9,dhaka,129,Unhealthy for Sensitive Groups,True
2023-01-07T06:00,57.9,40.2,375.0,7.4,11.5,107.0,1.0,4.8,20.6,70,1014.9,6.1,dhaka,113,Unhealthy for Sensitive Groups,True
2023-01-07T07:00,51.6,35.9,336.0,5.4,11.1,117.0,1.0,4.25,21.9,66,1013.4,6.4,dhaka,102,Unhealthy for Sensitive Groups,True
2023-01-07T08:00,48.1,33.4,312.0,3.7,9.5,122.0,1.0,2.95,22.7,64,1012.2,7.4,dhaka,96,Moderate,False
2023-01-07T09:00,45.5,31.7,318.0,5.7,7.6,119.0,1.0,1.5,23.0,64,1011.4,8.4,dhaka,92,Moderate,False
2023-01-07T10:00,43.7,30.4,372.0,13.5,7.1,105.0,1.0,0.5,22.7,65,1011.2,9.2,dhaka,89,Moderate,False
2023-01-07T11:00,46.9,32.7,457.0,24.8,6.9,83.0,0.0,0.05,20.8,76,1011.3,7.1,dhaka,94,Moderate,False
2023-01-07T12:00,70.8,49.4,568.0,35.4,7.0,57.0,1.0,0.0,18.0,88,1012.3,6.7,dhaka,135,Unhealthy for Sensitive Groups,True
2023-01-07T13:00,74.7,52.2,591.0,34.9,6.6,54.0,1.0,0.0,17.1,91,1012.9,8.0,dhaka,142,Unhealthy for Sensitive Groups,True
2023-01-07T14:00,73.8,51.5,624.0,34.0,6.0,50.0,1.0,0.0,16.5,91,1013.5,7.6,dhaka,140,Unhealthy for Sensitive Groups,True
2023-01-07T15:00,73.3,51.1,646.0,32.6,5.3,45.0,1.0,0.0,16.0,91,1013.8,7.6,dhaka,139,Unhealthy for Sensitive Groups,True
2023-01-07T16:00,74.0,51.7,629.0,31.5,5.1,43.0,1.0,0.0,15.4,92,1013.9,7.1,dhaka,141,Unhealthy for Sensitive Groups,True
2023-01-07T17:00,74.5,51.9,596.0,30.3,4.9,42.0,1.0,0.0,14.9,93,1013.8,6.8,dhaka,141,Unhealthy for Sensitive Groups,True
2023-01-07T18:00,72.4,50.5,551.0,27.6,4.7,41.0,1.0,0.0,14.3,94,1013.5,6.6,dhaka,138,Unhealthy for Sensitive Groups,True
2023-01-07T19:00,70.5,49.1,524.0,23.8,4.5,41.0,1.0,0.0,14.4,94,1013.2,7.9,dhaka,134,Unhealthy for Sensitive Groups,True
2023-01-07T20:00,69.2,48.3,499.0,19.0,4.3,42.0,0.0,0.0,14.4,94,1012.8,9.2,dhaka,133,Unhealthy for Sensitive Groups,True
2023-01-07T21:00,68.9,48.2,480.0,14.2,4.3,41.0,0.0,0.0,14.1,95,1012.5,9.5,dhaka,132,Unhealthy for Sensitive Groups,True
2023-01-07T22:00,69.2,48.3,481.0,13.2,4.6,38.0,0.0,0.0,13.8,95,1012.4,8.8,dhaka,133,Unhealthy for Sensitive Groups,True
2023-01-07T23:00,70.1,49.1,493.0,13.5,5.0,34.0,0.0,0.0,13.4,95,1012.7,8.2,dhaka,134,Unhealthy for Sensitive Groups,True
2023-01-08T00:00,73.8,51.6,536.0,14.8,5.1,30.0,0.0,0.0,12.6,96,1013.7,7.3,dhaka,141,Unhealthy for Sensitive Groups,True
2023-01-08T01:00,77.3,54.1,592.0,16.2,4.5,28.0,0.0,0.05,12.3,96,1014.6,6.3,dhaka,147,Unhealthy for Sensitive Groups,True
2023-01-08T02:00,81.7,57.3,671.0,18.3,3.7,26.0,0.0,0.5,13.8,93,1015.7,9.7,dhaka,152,Unhealthy,True
2023-01-08T03:00,84.1,58.9,720.0,19.4,4.1,32.0,0.0,1.6,15.5,88,1016.2,8.6,dhaka,153,Unhealthy,True
2023-01-08T04:00,84.1,58.8,666.0,17.7,6.7,52.0,0.0,3.05,17.9,81,1016.2,8.0,dhaka,153,Unhealthy,True
2023-01-08T05:00,79.9,55.8,564.0,14.5,10.5,80.0,1.0,4.3,20.4,75,1015.6,7.6,dhaka,151,Unhealthy,True
2023-01-08T06:00,68.9,48.0,444.0,10.7,14.3,110.0,1.0,4.75,22.3,70,1014.5,7.2,dhaka,132,Unhealthy for Sensitive Groups,True
2023-01-08T07:00,59.8,41.6,387.0,8.0,14.6,119.0,1.0,4.2,23.7,67,1013.3,6.6,dhaka,116,Unhealthy for Sensitive Groups,True
