timestamp,pm1_0,pm2_5,pm10,cnt0_3,cnt0_5,cnt1_0,cnt2_5,mq135_adc,mq136_adc,mics_red_adc,mics_nox_adc,mp135_adc,aqi,aqi_category,is_hazard
2025-10-20T09:00,13.0,22.5,22.7,1085,314,77,16,1412,958,1848,1159,1300,73,Moderate,0
2025-10-20T10:00,13.7,23.6,23.7,1134,323,82,17,1441,943,1895,1208,1329,75,Moderate,0
2025-10-20T11:00,19.7,34.0,34.2,1603,475,120,25,1569,995,2065,1327,1445,97,Moderate,0
2025-10-20T12:00,29.1,50.1,50.3,2412,706,175,37,1741,1066,2286,1503,1595,137,Unhealthy for Sensitive Groups,1
2025-10-20T13:00,35.1,60.5,60.8,2895,852,211,45,1876,1101,2476,1598,1694,154,Unhealthy,1
2025-10-20T14:00,41.3,71.2,71.5,3418,998,247,53,2026,1154,2653,1684,1811,159,Unhealthy,1
2025-10-20T15:00,45.6,78.7,78.9,3777,1095,276,58,2103,1194,2779,1748,1880,163,Unhealthy,1
2025-10-20T16:00,45.8,78.9,79.2,3791,1107,276,59,2097,1191,2748,1707,1879,163,Unhealthy,1
2025-10-20T17:00,40.3,69.4,69.6,3340,962,241,52,2013,1147,2611,1622,1799,158,Unhealthy,1
2025-10-20T18:00,34.0,58.6,58.7,2806,817,204,43,1872,1109,2458,1511,1683,153,Unhealthy,1
2025-10-20T19:00,29.2,50.4,50.5,2403,709,176,37,1779,1062,2289,1429,1601,138,Unhealthy for Sensitive Groups,1
2025-10-20T20:00,26.0,44.8,44.8,2151,621,157,33,1664,1039,2150,1382,1512,124,Unhealthy for Sensitive Groups,1
2025-10-20T21:00,23.8,41.1,41.2,1981,577,143,30,1591,1012,2059,1326,1463,115,Unhealthy for Sensitive Groups,1
2025-10-20T22:00,22.7,39.1,39.2,1897,543,136,29,1573,1008,2042,1325,1449,110,Unhealthy for Sensitive Groups,1
2025-10-20T23:00,22.6,39.0,39.1,1881,550,139,29,1604,1007,2090,1333,1467,110,Unhealthy for Sensitive Groups,1
2025-10-21T00:00,26.4,45.6,45.8,2190,643,158,34,1689,1034,2173,1374,1543,126,Unhealthy for Sensitive Groups,1
2025-10-21T01:00,28.8,49.6,49.8,2380,690,173,37,1727,1058,2249,1394,1562,136,Unhealthy for Sensitive Groups,1
2025-10-21T02:00,28.8,49.6,49.8,2396,693,174,37,1738,1068,2268,1388,1567,136,Unhealthy for Sensitive Groups,1
2025-10-21T03:00,24.0,41.3,41.6,1985,573,145,30,1659,1048,2169,1332,1508,115,Unhealthy for Sensitive Groups,1
2025-10-21T04:00,19.9,34.3,34.6,1655,474,120,26,1563,1019,2062,1272,1444,98,Moderate,0
2025-10-21T05:00,18.0,31.1,31.4,1497,437,109,23,1499,1018,1979,1233,1381,91,Moderate,0
2025-10-21T06:00,17.6,30.3,30.5,1465,423,103,22,1458,1010,1909,1219,1366,89,Moderate,0
2025-10-21T07:00,16.4,28.2,28.4,1349,396,98,21,1442,991,1883,1188,1346,85,Moderate,0
2025-10-21T08:00,15.5,26.8,27.0,1290,382,93,19,1430,981,1871,1162,1324,82,Moderate,0
2025-10-21T09:00,14.9,25.7,25.8,1222,363,91,19,1429,973,1878,1177,1334,80,Moderate,0
2025-10-21T10:00,15.4,26.5,26.7,1281,373,92,20,1428,980,1887,1235,1351,81,Moderate,0
2025-10-21T11:00,23.9,41.2,41.3,1991,576,145,31,1597,1049,2076,1424,1450,115,Unhealthy for Sensitive Groups,1
2025-10-21T12:00,40.4,69.6,69.6,3338,971,245,52,1841,1164,2391,1715,1675,158,Unhealthy,1
2025-10-21T13:00,52.5,90.6,90.8,4350,1265,315,67,2046,1244,2649,1857,1852,169,Unhealthy,1
2025-10-21T14:00,59.0,101.7,102.0,4866,1426,356,75,2178,1289,2836,1999,1947,175,Unhealthy,1
2025-10-21T15:00,61.4,105.9,106.2,5084,1481,371,79,2249,1310,2927,2049,2020,177,Unhealthy,1
2025-10-21T16:00,60.4,104.1,104.5,5015,1457,363,77,2266,1296,2979,2009,2023,176,Unhealthy,1
2025-10-21T17:00,56.8,98.0,98.3,4712,1370,343,73,2275,1278,2959,1900,2012,173,Unhealthy,1
2025-10-21T18:00,49.8,85.9,86.4,4121,1198,300,64,2180,1225,2864,1795,1932,167,Unhealthy,1
2025-10-21T19:00,42.7,73.6,74.0,3546,1030,257,55,2050,1180,2690,1659,1832,160,Unhealthy,1
2025-10-21T20:00,37.9,65.4,65.9,3127,916,228,48,1919,1123,2509,1560,1731,156,Unhealthy,1
2025-10-21T21:00,35.4,61.0,61.9,2917,859,212,46,1844,1108,2423,1487,1675,154,Unhealthy,1
2025-10-21T22:00,35.0,60.3,61.5,2904,841,212,45,1830,1108,2387,1503,1664,153,Unhealthy,1
2025-10-21T23:00,36.2,62.4,63.8,2977,878,216,47,1864,1108,2420,1524,1678,155,Unhealthy,1
2025-10-22T00:00,44.3,76.4,78.5,3664,1072,268,57,1970,1169,2558,1632,1790,162,Unhealthy,1
2025-10-22T01:00,46.9,80.8,83.1,3894,1126,282,60,2012,1195,2623,1633,1813,164,Unhealthy,1
2025-10-22T02:00,39.6,68.2,69.4,3279,954,238,51,1905,1163,2487,1536,1728,158,Unhealthy,1
2025-10-22T03:00,29.3,50.6,50.9,2425,711,176,38,1755,1107,2299,1373,1582,138,Unhealthy for Sensitive Groups,1
2025-10-22T04:00,22.2,38.2,38.6,1821,535,135,29,1625,1065,2104,1286,1475,108,Unhealthy for Sensitive Groups,1
2025-10-22T05:00,21.8,37.5,38.0,1793,524,130,27,1578,1054,2055,1288,1439,106,Unhealthy for Sensitive Groups,1
2025-10-22T06:00,21.5,37.0,37.4,1750,516,130,28,1527,1060,1997,1257,1443,105,Unhealthy for Sensitive Groups,1
2025-10-22T07:00,21.7,37.4,37.7,1780,524,131,28,1530,1055,1986,1251,1414,106,Unhealthy for Sensitive Groups,1
2025-10-22T08:00,21.9,37.8,38.2,1820,527,132,28,1542,1048,1978,1254,1413,107,Unhealthy for Sensitive Groups,1
2025-10-22T09:00,22.2,38.3,38.6,1831,533,135,28,1572,1052,2018,1261,1433,108,Unhealthy for Sensitive Groups,1
2025-10-22T10:00,22.6,39.0,39.3,1877,548,137,29,1572,1047,2050,1334,1455,110,Unhealthy for Sensitive Groups,1
2025-10-22T11:00,28.8,49.7,50.1,2356,698,174,37,1685,1099,2211,1463,1548,136,Unhealthy for Sensitive Groups,1
2025-10-22T12:00,43.6,75.2,75.4,3599,1047,262,56,1930,1209,2508,1713,1740,161,Unhealthy,1
2025-10-22T13:00,58.2,100.4,100.4,4823,1408,352,75,2167,1311,2819,1912,1940,174,Unhealthy,1
2025-10-22T14:00,65.8,113.4,113.6,5441,1584,396,85,2298,1363,2976,2060,2065,181,Unhealthy,1
2025-10-22T15:00,67.2,115.9,115.9,5555,1625,406,86,2334,1370,3033,2109,2092,182,Unhealthy,1
2025-10-22T16:00,62.5,107.8,107.8,5171,1501,377,80,2248,1341,2934,1995,1993,178,Unhealthy,1
